percentage(no padding),percentage(padding),overflow,compress(ms),decompress(ms),correctness(1/0)
0.9402,0.9402,0.7198,0.194,0.198,1
0.9236,0.9236,0.4989,0.19,0.152,1
0.919,0.919,0.7543,0.186,0.185,1
0.8971,0.8971,0.7899,0.197,0.19,1
0.8958,0.8958,0.792,0.19,0.195,1
0.9316,0.9316,0.5119,0.184,0.194,1
0.9834,0.9834,0.6498,0.206,0.189,1
0.9017,0.9017,0.7823,0.197,0.183,1
0.8891,0.8891,0.8028,0.193,0.191,1
0.9303,0.9303,0.736,0.192,0.21,1
0.9442,0.9442,0.7134,0.116,0.151,1
0.8918,0.8918,0.7985,0.196,0.187,1
0.8015,0.8015,0.3006,0.187,0.194,1
0.9382,0.9382,0.5226,0.187,0.191,1
0.917,0.917,0.7575,0.185,0.162,1
0.8752,0.8752,0.8254,0.186,0.188,1
0.8772,0.8772,0.8222,0.19,0.185,1
0.9575,0.9575,0.6918,0.203,0.184,1
0.9024,0.9024,0.4644,0.187,0.188,1
0.8765,0.8765,0.8233,0.144,0.188,1
0.9031,0.9031,0.7802,0.187,0.189,1
0.9329,0.9329,0.7317,0.195,0.167,1
0.9057,0.9057,0.4698,0.184,0.2,1
0.9124,0.9124,0.7651,0.192,0.183,1
0.917,0.917,0.7575,0.182,0.187,1
0.9177,0.9177,0.7565,0.189,0.193,1
0.907,0.907,0.7737,0.15,0.205,1
0.8871,0.8871,0.806,0.188,0.19,1
0.8838,0.8838,0.8114,0.188,0.191,1
0.7995,0.7995,0.2974,0.168,0.164,1
0.7875,0.7875,0.278,0.196,0.191,1
0.8958,0.8958,0.792,0.187,0.185,1
0.8738,0.8738,0.8276,0.119,0.164,1
0.8546,0.8546,0.8588,0.194,0.181,1
0.9104,0.9104,0.7683,0.2,0.2,1
0.8818,0.8818,0.8147,0.148,0.16,1
0.7809,0.7809,0.2672,0.16,0.162,1
0.8625,0.8625,0.8459,0.191,0.182,1
0.8778,0.8778,0.8211,0.223,0.189,1
0.8825,0.8825,0.4321,0.191,0.151,1
0.9064,0.9064,0.7748,0.202,0.199,1
0.8499,0.8499,0.8664,0.203,0.199,1
0.7849,0.7849,0.2737,0.19,0.191,1
0.919,0.919,0.7543,0.196,0.151,1
0.8745,0.8745,0.8265,0.185,0.193,1
0.8685,0.8685,0.8362,0.195,0.194,1
0.9449,0.9449,0.7123,0.195,0.153,1
0.7875,0.7875,0.278,0.193,0.188,1
0.913,0.913,0.764,0.194,0.196,1
0.915,0.915,0.7608,0.198,0.187,1
0.9754,0.9754,0.6627,0.183,0.196,1
0.9044,0.9044,0.778,0.195,0.188,1
0.9104,0.9104,0.7683,0.123,0.159,1
0.8758,0.8758,0.8244,0.189,0.197,1
0.9382,0.9382,0.5226,0.198,0.189,1
0.9011,0.9011,0.4623,0.192,0.195,1
0.909,0.909,0.7705,0.187,0.185,1
0.9044,0.9044,0.778,0.195,0.182,1
0.929,0.929,0.7381,0.191,0.151,1
0.9017,0.9017,0.4634,0.189,0.189,1
0.917,0.917,0.7575,0.186,0.188,1
0.8818,0.8818,0.8147,0.189,0.185,1
0.9343,0.9343,0.7295,0.182,0.186,1
0.836,0.836,0.3567,0.152,0.195,1
0.9442,0.9442,0.7134,0.188,0.185,1
0.9017,0.9017,0.7823,0.189,0.189,1
0.8685,0.8685,0.8362,0.195,0.189,1
0.915,0.915,0.7608,0.191,0.189,1
0.8108,0.8108,0.3157,0.19,0.182,1
0.8904,0.8904,0.8006,0.188,0.19,1
0.8858,0.8858,0.8082,0.183,0.188,1
0.8977,0.8977,0.4569,0.118,0.188,1
0.9396,0.9396,0.7209,0.191,0.182,1
0.9044,0.9044,0.778,0.121,0.149,1
0.8718,0.8718,0.8308,0.189,0.183,1
0.8313,0.8313,0.3491,0.19,0.186,1
0.913,0.913,0.764,0.185,0.187,1
0.8884,0.8884,0.8039,0.189,0.19,1
0.8625,0.8625,0.8459,0.189,0.167,1
0.9741,0.9741,0.5808,0.184,0.165,1
0.9482,0.9482,0.5388,0.117,0.158,1
0.9044,0.9044,0.778,0.181,0.172,1
0.8845,0.8845,0.8103,0.171,0.213,1
0.9216,0.9216,0.75,0.136,0.219,1
0.911,0.911,0.7672,0.183,0.186,1
0.9588,0.9588,0.556,0.187,0.207,1
0.9675,0.9675,0.57,0.189,0.18,1
0.4,0.4,0.6131,0.205,0.191,1
0.9509,0.9509,0.7026,0.18,0.182,1
0.8891,0.8891,0.8028,0.118,0.154,1
0.9416,0.9416,0.7177,0.185,0.19,1
0.9369,0.9369,0.7252,0.192,0.184,1
0.99,0.99,0.6067,0.19,0.187,1
0.9177,0.9177,0.7565,0.187,0.186,1
0.8745,0.8745,0.8265,0.182,0.189,1
0.9588,0.9588,0.6897,0.128,0.186,1
0.9794,0.9794,0.6562,0.183,0.19,1
0.8977,0.8977,0.7888,0.185,0.181,1
0.8785,0.8785,0.82,0.188,0.192,1
0.9303,0.9303,0.5097,0.185,0.187,1
0.7981,0.7981,0.2953,0.151,0.19,1
0.9137,0.9137,0.7629,0.147,0.192,1
0.9037,0.9037,0.7791,0.183,0.185,1
0.8519,0.8519,0.8631,0.186,0.186,1
0.9137,0.9137,0.7629,0.192,0.185,1
0.8061,0.8061,0.3082,0.184,0.172,1
0.919,0.919,0.7543,0.139,0.158,1
0.917,0.917,0.7575,0.186,0.191,1
0.9276,0.9276,0.5054,0.188,0.189,1
0.9197,0.9197,0.7532,0.191,0.19,1
0.8858,0.8858,0.8082,0.121,0.191,1
0.8572,0.8572,0.8545,0.186,0.186,1
0.9363,0.9363,0.5194,0.186,0.193,1
0.9847,0.9847,0.6476,0.19,0.186,1
0.917,0.917,0.7575,0.187,0.188,1
0.8652,0.8652,0.8416,0.187,0.17,1
0.9861,0.9861,0.6455,0.114,0.162,1
0.9177,0.9177,0.4892,0.161,0.181,1
0.915,0.915,0.7608,0.137,0.185,1
0.8904,0.8904,0.8006,0.13,0.185,1
0.9615,0.9615,0.6853,0.183,0.187,1
0.828,0.828,0.3438,0.183,0.17,1
0.9031,0.9031,0.7802,0.185,0.188,1
0.8997,0.8997,0.7856,0.187,0.189,1
0.8792,0.8792,0.819,0.184,0.187,1
0.8798,0.8798,0.8179,0.184,0.182,1
0.7822,0.7822,0.2694,0.186,0.193,1
0.8865,0.8865,0.8071,0.184,0.183,1
0.8825,0.8825,0.8136,0.185,0.187,1
0.8705,0.8705,0.833,0.187,0.187,1
0.8127,0.8127,0.319,0.193,0.182,1
0.923,0.923,0.7478,0.123,0.162,1
0.8606,0.8606,0.8491,0.187,0.195,1
0.9276,0.9276,0.7403,0.193,0.193,1
0.8778,0.8778,0.8211,0.186,0.197,1
0.7749,0.7749,0.2575,0.198,0.156,1
0.9064,0.9064,0.7748,0.133,0.211,1
0.9004,0.9004,0.7845,0.191,0.19,1
0.8964,0.8964,0.7909,0.188,0.187,1
0.7882,0.7882,0.2791,0.166,0.189,1
0.8599,0.8599,0.8502,0.199,0.184,1
0.9031,0.9031,0.4655,0.196,0.189,1
0.9143,0.9143,0.7619,0.16,0.167,1
0.9031,0.9031,0.7802,0.187,0.187,1
0.8785,0.8785,0.82,0.197,0.191,1
0.8971,0.8971,0.7899,0.189,0.187,1
0.8991,0.8991,0.7866,0.191,0.191,1
0.8984,0.8984,0.458,0.19,0.194,1
0.9382,0.9382,0.7231,0.187,0.195,1
0.9104,0.9104,0.4774,0.197,0.188,1
0.9256,0.9256,0.7435,0.198,0.183,1
0.905,0.905,0.7769,0.183,0.186,1
0.8533,0.8533,0.861,0.19,0.188,1
0.9555,0.9555,0.695,0.194,0.183,1
0.9057,0.9057,0.7759,0.186,0.196,1
0.8958,0.8958,0.792,0.189,0.159,1
0.7915,0.7915,0.2845,0.194,0.151,1
0.8904,0.8904,0.8006,0.197,0.187,1
0.925,0.925,0.5011,0.127,0.158,1
0.9084,0.9084,0.7716,0.189,0.19,1
0.9236,0.9236,0.7468,0.196,0.187,1
0.9841,0.9841,0.597,0.188,0.177,1
0.925,0.925,0.7446,0.164,0.16,1
0.8725,0.8725,0.8297,0.185,0.183,1
0.9462,0.9462,0.5356,0.199,0.188,1
0.8984,0.8984,0.7877,0.155,0.165,1
0.9197,0.9197,0.4925,0.183,0.203,1
0.9163,0.9163,0.7586,0.187,0.193,1
0.8884,0.8884,0.8039,0.191,0.209,1
0.9396,0.9396,0.7209,0.188,0.19,1
0.8718,0.8718,0.8308,0.144,0.164,1
0.7722,0.7722,0.2532,0.192,0.198,1
0.9203,0.9203,0.7522,0.126,0.152,1
0.8479,0.8479,0.8696,0.182,0.189,1
0.905,0.905,0.4688,0.19,0.191,1
0.8984,0.8984,0.7877,0.116,0.158,1
0.9044,0.9044,0.778,0.194,0.195,1
0.9296,0.9296,0.7371,0.121,0.16,1
0.8891,0.8891,0.4429,0.194,0.196,1
0.8991,0.8991,0.7866,0.203,0.192,1
0.9124,0.9124,0.7651,0.13,0.161,1
0.8831,0.8831,0.8125,0.193,0.185,1
0.9608,0.9608,0.5593,0.165,0.191,1
0.9256,0.9256,0.7435,0.186,0.186,1
0.921,0.921,0.7511,0.187,0.186,1
0.9203,0.9203,0.7522,0.198,0.188,1
0.87,0.87,0.6207,0.184,0.192,1
0.9097,0.9097,0.7694,0.186,0.195,1
0.919,0.919,0.7543,0.186,0.185,1
0.8114,0.8114,0.3168,0.186,0.188,1
0.9077,0.9077,0.7726,0.189,0.188,1
0.9084,0.9084,0.7716,0.187,0.178,1
0.8745,0.8745,0.8265,0.183,0.183,1
0.7968,0.7968,0.2931,0.184,0.191,1
0.8818,0.8818,0.8147,0.19,0.184,1
0.9236,0.9236,0.4989,0.187,0.187,1
0.913,0.913,0.764,0.193,0.185,1
0.8878,0.8878,0.805,0.182,0.186,1
0.9628,0.9628,0.6832,0.182,0.188,1
0.8054,0.8054,0.3071,0.187,0.182,1
0.925,0.925,0.7446,0.191,0.182,1
0.9117,0.9117,0.7662,0.186,0.188,1
0.8845,0.8845,0.8103,0.187,0.186,1
0.9283,0.9283,0.7392,0.195,0.181,1
0.8672,0.8672,0.8384,0.185,0.187,1
0.8021,0.8021,0.3017,0.183,0.193,1
0.8579,0.8579,0.8534,0.189,0.191,1
0.913,0.913,0.4817,0.187,0.183,1
0.8924,0.8924,0.7974,0.186,0.191,1
0.9143,0.9143,0.7619,0.191,0.187,1
0.9502,0.9502,0.7037,0.184,0.194,1
0.9037,0.9037,0.4666,0.187,0.179,1
0.9077,0.9077,0.7726,0.188,0.185,1
0.9157,0.9157,0.7597,0.19,0.146,1
0.927,0.927,0.7414,0.187,0.182,1
0.9017,0.9017,0.4634,0.187,0.183,1
0.9177,0.9177,0.7565,0.186,0.186,1
0.8984,0.8984,0.7877,0.182,0.189,1
0.8672,0.8672,0.8384,0.188,0.192,1
0.8181,0.8181,0.3276,0.189,0.19,1
0.9177,0.9177,0.7565,0.189,0.188,1
0.8938,0.8938,0.7953,0.121,0.162,1
0.8546,0.8546,0.8588,0.188,0.189,1
0.9628,0.9628,0.5625,0.184,0.185,1
0.9203,0.9203,0.7522,0.12,0.157,1
0.8619,0.8619,0.847,0.183,0.154,1
0.9389,0.9389,0.5237,0.21,0.158,1
0.9064,0.9064,0.7748,0.184,0.185,1
0.9177,0.9177,0.4892,0.189,0.182,1
0.9236,0.9236,0.7468,0.185,0.182,1
0.8964,0.8964,0.7909,0.12,0.156,1
0.929,0.929,0.7381,0.18,0.188,1
0.9011,0.9011,0.7834,0.188,0.19,1
0.9183,0.9183,0.4903,0.116,0.159,1
0.8964,0.8964,0.7909,0.188,0.198,1
0.913,0.913,0.764,0.137,0.155,1
0.9243,0.9243,0.7457,0.189,0.186,1
0.8652,0.8652,0.8416,0.19,0.193,1
0.7835,0.7835,0.2716,0.195,0.188,1
0.8652,0.8652,0.8416,0.185,0.151,1
0.9223,0.9223,0.7489,0.192,0.189,1
0.8944,0.8944,0.7942,0.12,0.213,1
0.8692,0.8692,0.8351,0.137,0.163,1
0.8074,0.8074,0.3103,0.189,0.182,1
0.9283,0.9283,0.7392,0.138,0.16,1
0.8752,0.8752,0.8254,0.19,0.191,1
0.7948,0.7948,0.2899,0.185,0.18,1
0.8911,0.8911,0.7996,0.116,0.184,1
0.9216,0.9216,0.4957,0.188,0.187,1
0.9343,0.9343,0.7295,0.184,0.184,1
0.9124,0.9124,0.7651,0.185,0.187,1
0.909,0.909,0.7705,0.191,0.186,1
0.8705,0.8705,0.833,0.188,0.192,1
0.8924,0.8924,0.4483,0.189,0.201,1
0.9376,0.9376,0.7241,0.191,0.189,1
0.8692,0.8692,0.8351,0.137,0.16,1
0.925,0.925,0.5011,0.192,0.187,1
0.9688,0.9688,0.6735,0.194,0.189,1
0.9017,0.9017,0.7823,0.181,0.185,1
0.8612,0.8612,0.8481,0.19,0.148,1
0.9655,0.9655,0.6789,0.19,0.189,1
0.9163,0.9163,0.7586,0.187,0.186,1
0.8904,0.8904,0.8006,0.191,0.183,1
0.8274,0.8274,0.3427,0.188,0.193,1
0.9017,0.9017,0.7823,0.188,0.182,1
0.9157,0.9157,0.486,0.194,0.186,1
0.9064,0.9064,0.7748,0.189,0.17,1
0.8865,0.8865,0.8071,0.168,0.197,1
0.8772,0.8772,0.4235,0.188,0.187,1
0.9449,0.9449,0.7123,0.189,0.185,1
0.9044,0.9044,0.778,0.183,0.184,1
0.8758,0.8758,0.8244,0.183,0.186,1
0.9741,0.9741,0.6649,0.188,0.188,1
0.923,0.923,0.4978,0.197,0.164,1
0.9104,0.9104,0.7683,0.187,0.186,1
0.8991,0.8991,0.7866,0.191,0.182,1
0.925,0.925,0.7446,0.189,0.196,1
0.8931,0.8931,0.4494,0.187,0.164,1
0.9077,0.9077,0.7726,0.192,0.202,1
0.8971,0.8971,0.7899,0.186,0.165,1
0.9223,0.9223,0.7489,0.181,0.186,1
0.9037,0.9037,0.4666,0.188,0.179,1
0.917,0.917,0.7575,0.188,0.204,1
0.8924,0.8924,0.7974,0.188,0.19,1
0.919,0.919,0.7543,0.193,0.191,1
0.8884,0.8884,0.4418,0.176,0.157,1
0.8977,0.8977,0.7888,0.189,0.153,1
0.8825,0.8825,0.8136,0.189,0.19,1
0.9263,0.9263,0.7425,0.187,0.188,1
0.9475,0.9475,0.5377,0.194,0.188,1
0.9442,0.9442,0.7134,0.166,0.197,1
0.8944,0.8944,0.7942,0.185,0.188,1
0.8586,0.8586,0.8524,0.209,0.186,1
0.9701,0.9701,0.6713,0.185,0.188,1
0.8101,0.8101,0.3147,0.188,0.195,1
0.925,0.925,0.7446,0.191,0.182,1
0.8838,0.8838,0.8114,0.133,0.196,1
0.8652,0.8652,0.8416,0.214,0.184,1
0.8825,0.8825,0.8136,0.191,0.187,1
0.822,0.822,0.3341,0.2,0.154,1
0.929,0.929,0.7381,0.182,0.182,1
0.9442,0.9442,0.5323,0.188,0.186,1
0.9309,0.9309,0.7349,0.182,0.182,1
0.8818,0.8818,0.8147,0.124,0.165,1
0.8679,0.8679,0.8373,0.185,0.182,1
0.9854,0.9854,0.6466,0.183,0.203,1
0.9117,0.9117,0.4795,0.121,0.166,1
0.8964,0.8964,0.7909,0.191,0.186,1
0.9017,0.9017,0.7823,0.188,0.195,1
0.9037,0.9037,0.7791,0.185,0.195,1
0.9064,0.9064,0.4709,0.186,0.186,1
0.8938,0.8938,0.7953,0.187,0.187,1
0.8738,0.8738,0.8276,0.189,0.183,1
0.9402,0.9402,0.7198,0.139,0.166,1
0.9197,0.9197,0.4925,0.188,0.168,1
0.8938,0.8938,0.7953,0.188,0.15,1
0.8964,0.8964,0.7909,0.139,0.181,1
0.929,0.929,0.7381,0.188,0.183,1
0.8871,0.8871,0.806,0.205,0.214,1
0.9276,0.9276,0.7403,0.182,0.187,1
0.8785,0.8785,0.82,0.182,0.188,1
0.7842,0.7842,0.2726,0.191,0.183,1
0.9177,0.9177,0.7565,0.186,0.186,1
0.8838,0.8838,0.8114,0.192,0.184,1
0.9004,0.9004,0.4612,0.194,0.187,1
0.8904,0.8904,0.8006,0.19,0.203,1
0.9475,0.9475,0.5377,0.184,0.187,1
0.9469,0.9469,0.7091,0.19,0.189,1
0.9057,0.9057,0.7759,0.198,0.193,1
0.8606,0.8606,0.8491,0.157,0.195,1
0.9602,0.9602,0.6875,0.188,0.188,1
0.9402,0.9402,0.5259,0.187,0.185,1
0.07,0.07,0.6078,0.146,0.187,1
0.8931,0.8931,0.7963,0.188,0.197,1
0.8738,0.8738,0.8276,0.192,0.188,1
0.9077,0.9077,0.7726,0.192,0.182,1
0.8745,0.8745,0.8265,0.187,0.214,1
0.8127,0.8127,0.319,0.181,0.185,1
0.8738,0.8738,0.8276,0.128,0.177,1
0.923,0.923,0.4978,0.169,0.195,1
0.9197,0.9197,0.7532,0.183,0.163,1
0.8964,0.8964,0.7909,0.184,0.187,1
0.9422,0.9422,0.7166,0.19,0.199,1
0.8924,0.8924,0.4483,0.124,0.168,1
0.9104,0.9104,0.7683,0.126,0.154,1
0.8938,0.8938,0.7953,0.183,0.192,1
0.9422,0.9422,0.7166,0.189,0.199,1
0.911,0.911,0.4784,0.2,0.193,1
0.9143,0.9143,0.7619,0.19,0.182,1
0.8911,0.8911,0.7996,0.186,0.183,1
0.9323,0.9323,0.7328,0.187,0.186,1
0.917,0.917,0.7575,0.171,0.185,1
0.8705,0.8705,0.833,0.192,0.188,1
0.7729,0.7729,0.2543,0.191,0.186,1
0.8406,0.8406,0.8815,0.183,0.184,1
0.9037,0.9037,0.4666,0.189,0.215,1
0.9316,0.9316,0.7338,0.209,0.185,1
0.8858,0.8858,0.8082,0.122,0.165,1
0.9017,0.9017,0.7823,0.183,0.186,1
0.8891,0.8891,0.4429,0.162,0.188,1
0.9695,0.9695,0.6724,0.188,0.19,1
0.9057,0.9057,0.7759,0.117,0.157,1
0.8705,0.8705,0.833,0.188,0.21,1
0.9283,0.9283,0.5065,0.191,0.187,1
0.9236,0.9236,0.7468,0.185,0.2,1
0.8884,0.8884,0.8039,0.188,0.191,1
0.8818,0.8818,0.8147,0.187,0.187,1
0.7961,0.7961,0.292,0.185,0.188,1
0.9104,0.9104,0.7683,0.184,0.148,1
0.8891,0.8891,0.8028,0.187,0.193,1
0.8964,0.8964,0.7909,0.186,0.187,1
0.9402,0.9402,0.7198,0.193,0.19,1
0.8035,0.8035,0.3039,0.186,0.184,1
0.9216,0.9216,0.75,0.186,0.189,1
0.8931,0.8931,0.7963,0.183,0.202,1
0.8738,0.8738,0.8276,0.186,0.147,1
0.9031,0.9031,0.4655,0.181,0.166,1
0.9223,0.9223,0.7489,0.183,0.171,1
0.8884,0.8884,0.8039,0.187,0.183,1
0.9276,0.9276,0.7403,0.194,0.182,1
0.905,0.905,0.4688,0.119,0.178,1
0.9044,0.9044,0.778,0.189,0.183,1
0.8958,0.8958,0.792,0.15,0.158,1
0.9216,0.9216,0.75,0.185,0.187,1
0.8971,0.8971,0.4558,0.187,0.189,1
0.907,0.907,0.7737,0.185,0.186,1
0.8831,0.8831,0.8125,0.184,0.191,1
0.9568,0.9568,0.6929,0.186,0.182,1
0.7935,0.7935,0.2877,0.183,0.181,1
0.9329,0.9329,0.7317,0.185,0.159,1
0.9104,0.9104,0.7683,0.184,0.185,1
0.8486,0.8486,0.8685,0.189,0.209,1
0.8732,0.8732,0.8287,0.191,0.205,1
0.9788,0.9788,0.6573,0.187,0.188,1
0.9363,0.9363,0.5194,0.187,0.184,1
0.909,0.909,0.7705,0.203,0.183,1
0.911,0.911,0.4784,0.187,0.186,1
0.9635,0.9635,0.6821,0.183,0.194,1
0.913,0.913,0.764,0.129,0.163,1
0.8798,0.8798,0.8179,0.187,0.183,1
0.9894,0.9894,0.6056,0.181,0.197,1
0.9841,0.9841,0.6487,0.181,0.164,1
0.8958,0.8958,0.792,0.186,0.195,1
0.8778,0.8778,0.8211,0.19,0.19,1
0.9263,0.9263,0.7425,0.186,0.192,1
0.9177,0.9177,0.7565,0.189,0.182,1
0.8785,0.8785,0.4256,0.154,0.199,1
0.9336,0.9336,0.7306,0.182,0.182,1
0.8858,0.8858,0.8082,0.197,0.186,1
0.9243,0.9243,0.5,0.196,0.191,1
0.9017,0.9017,0.7823,0.186,0.182,1
0.9004,0.9004,0.7845,0.187,0.191,1
0.9283,0.9283,0.7392,0.134,0.2,1
0.8692,0.8692,0.8351,0.179,0.19,1
0.7729,0.7729,0.2543,0.151,0.192,1
0.9024,0.9024,0.7812,0.14,0.164,1
0.8878,0.8878,0.805,0.197,0.182,1
0.909,0.909,0.7705,0.194,0.193,1
0.8825,0.8825,0.8136,0.205,0.187,1
0.907,0.907,0.472,0.196,0.184,1
0.9329,0.9329,0.7317,0.14,0.187,1
0.927,0.927,0.5043,0.19,0.181,1
0.9761,0.9761,0.6616,0.182,0.151,1
0.909,0.909,0.7705,0.183,0.193,1
0.9124,0.9124,0.7651,0.194,0.184,1
0.9004,0.9004,0.7845,0.19,0.15,1
0.7636,0.7636,0.2392,0.187,0.191,1
0.8871,0.8871,0.806,0.195,0.183,1
0.8851,0.8851,0.8093,0.232,0.185,1
0.907,0.907,0.472,0.187,0.151,1
0.921,0.921,0.7511,0.187,0.164,1
0.8845,0.8845,0.8103,0.189,0.191,1
0.9216,0.9216,0.75,0.186,0.182,1
0.9542,0.9542,0.6972,0.156,0.16,1
0.9044,0.9044,0.778,0.189,0.196,1
0.8951,0.8951,0.7931,0.195,0.184,1
0.27,0.27,0.611,0.186,0.149,1
0.925,0.925,0.7446,0.19,0.192,1
0.8951,0.8951,0.7931,0.134,0.16,1
0.8878,0.8878,0.4407,0.194,0.188,1
0.8473,0.8473,0.8707,0.198,0.187,1
0.9821,0.9821,0.5938,0.203,0.187,1
0.9761,0.9761,0.5841,0.191,0.158,1
0.8977,0.8977,0.7888,0.202,0.187,1
0.8884,0.8884,0.8039,0.116,0.19,1
0.8008,0.8008,0.2996,0.187,0.2,1
0.9004,0.9004,0.7845,0.186,0.183,1
0.8918,0.8918,0.7985,0.122,0.152,1
0.8612,0.8612,0.8481,0.191,0.189,1
0.9774,0.9774,0.6595,0.195,0.192,1
0.923,0.923,0.4978,0.198,0.201,1
0.9203,0.9203,0.7522,0.19,0.191,1
0.9024,0.9024,0.7812,0.192,0.189,1
0.9349,0.9349,0.7284,0.193,0.186,1
0.8884,0.8884,0.8039,0.193,0.186,1
0.7955,0.7955,0.2909,0.173,0.161,1
0.9097,0.9097,0.7694,0.192,0.196,1
0.8732,0.8732,0.8287,0.128,0.157,1
0.917,0.917,0.7575,0.194,0.194,1
0.8586,0.8586,0.8524,0.138,0.151,1
0.7935,0.7935,0.2877,0.162,0.192,1
0.8572,0.8572,0.8545,0.188,0.191,1
0.9037,0.9037,0.4666,0.189,0.197,1
0.9143,0.9143,0.7619,0.193,0.194,1
0.8997,0.8997,0.7856,0.168,0.162,1
0.9495,0.9495,0.7047,0.189,0.188,1
0.8991,0.8991,0.7866,0.19,0.194,1
0.8845,0.8845,0.8103,0.197,0.197,1
0.8785,0.8785,0.82,0.187,0.189,1
0.7988,0.7988,0.2963,0.195,0.182,1
0.921,0.921,0.7511,0.189,0.194,1
0.8745,0.8745,0.8265,0.189,0.187,1
0.7736,0.7736,0.2554,0.161,0.178,1
0.8406,0.8406,0.8815,0.182,0.2,1
0.8958,0.8958,0.792,0.188,0.191,1
0.7882,0.7882,0.2791,0.163,0.163,1
0.9011,0.9011,0.7834,0.189,0.186,1
0.8818,0.8818,0.8147,0.166,0.159,1
0.8765,0.8765,0.4224,0.128,0.182,1
0.915,0.915,0.7608,0.196,0.16,1
0.9084,0.9084,0.7716,0.19,0.189,1
0.8592,0.8592,0.8513,0.182,0.147,1
0.9562,0.9562,0.694,0.184,0.181,1
0.9376,0.9376,0.7241,0.193,0.19,1
0.34,0.34,0.6336,0.194,0.21,1
0.9422,0.9422,0.5291,0.19,0.15,1
0.923,0.923,0.4978,0.183,0.196,1
0.9197,0.9197,0.7532,0.189,0.186,1
0.8738,0.8738,0.8276,0.192,0.212,1
0.8778,0.8778,0.8211,0.187,0.192,1
0.9622,0.9622,0.5614,0.201,0.155,1
0.919,0.919,0.7543,0.183,0.199,1
0.8865,0.8865,0.8071,0.196,0.193,1
0.8745,0.8745,0.8265,0.193,0.187,1
0.927,0.927,0.5043,0.195,0.184,1
0.9223,0.9223,0.7489,0.198,0.188,1
0.9283,0.9283,0.7392,0.19,0.191,1
0.9622,0.9622,0.5614,0.187,0.187,1
0.9343,0.9343,0.7295,0.2,0.163,1
0.8878,0.8878,0.805,0.191,0.19,1
0.915,0.915,0.4849,0.182,0.164,1
0.8891,0.8891,0.8028,0.195,0.176,1
0.9143,0.9143,0.7619,0.191,0.194,1
0.8997,0.8997,0.7856,0.191,0.199,1
0.8858,0.8858,0.8082,0.189,0.192,1
0.8692,0.8692,0.8351,0.197,0.19,1
0.8008,0.8008,0.2996,0.188,0.189,1
0.9177,0.9177,0.7565,0.188,0.201,1
0.8692,0.8692,0.8351,0.182,0.19,1
0.7835,0.7835,0.2716,0.186,0.188,1
0.8918,0.8918,0.7985,0.187,0.181,1
0.9017,0.9017,0.4634,0.195,0.183,1
0.9303,0.9303,0.736,0.191,0.213,1
0.8825,0.8825,0.8136,0.147,0.151,1
0.9329,0.9329,0.7317,0.191,0.197,1
0.909,0.909,0.7705,0.191,0.187,1
0.8825,0.8825,0.8136,0.192,0.182,1
0.8971,0.8971,0.4558,0.185,0.188,1
0.917,0.917,0.7575,0.188,0.182,1
0.9349,0.9349,0.7284,0.201,0.185,1
0.8526,0.8526,0.3836,0.193,0.195,1
0.8977,0.8977,0.7888,0.184,0.188,1
0.9104,0.9104,0.7683,0.143,0.183,1
0.8911,0.8911,0.7996,0.182,0.192,1
0.7961,0.7961,0.292,0.192,0.158,1
0.913,0.913,0.764,0.196,0.193,1
0.8997,0.8997,0.7856,0.176,0.214,1
0.8898,0.8898,0.8017,0.195,0.195,1
0.921,0.921,0.7511,0.185,0.172,1
0.9887,0.9887,0.6412,0.189,0.182,1
0.9369,0.9369,0.5205,0.19,0.193,1
0.8971,0.8971,0.4558,0.188,0.198,1
0.9064,0.9064,0.7748,0.194,0.192,1
0.9004,0.9004,0.7845,0.194,0.192,1
0.8513,0.8513,0.8642,0.195,0.185,1
0.34,0.34,0.6121,0.124,0.164,1
0.9602,0.9602,0.5582,0.185,0.185,1
0.8991,0.8991,0.7866,0.186,0.186,1
0.8732,0.8732,0.8287,0.19,0.188,1
0.919,0.919,0.4914,0.188,0.191,1
0.9064,0.9064,0.7748,0.135,0.188,1
0.8984,0.8984,0.7877,0.198,0.188,1
0.8513,0.8513,0.8642,0.182,0.186,1
0.925,0.925,0.5011,0.191,0.19,1
0.7795,0.7795,0.2651,0.187,0.184,1
0.9163,0.9163,0.7586,0.184,0.185,1
0.919,0.919,0.7543,0.183,0.186,1
0.8665,0.8665,0.8394,0.135,0.204,1
0.8845,0.8845,0.4353,0.188,0.182,1
0.907,0.907,0.7737,0.14,0.158,1
0.9017,0.9017,0.7823,0.188,0.201,1
0.9263,0.9263,0.7425,0.184,0.196,1
0.911,0.911,0.4784,0.191,0.19,1
0.9256,0.9256,0.7435,0.187,0.188,1
0.8991,0.8991,0.7866,0.186,0.187,1
0.9376,0.9376,0.7241,0.122,0.152,1
0.9197,0.9197,0.7532,0.189,0.189,1
0.8134,0.8134,0.32,0.188,0.184,1
0.8898,0.8898,0.8017,0.185,0.182,1
0.8891,0.8891,0.8028,0.115,0.194,1
0.9263,0.9263,0.7425,0.195,0.17,1
0.8705,0.8705,0.833,0.217,0.193,1
0.9781,0.9781,0.5873,0.189,0.183,1
0.9436,0.9436,0.5312,0.161,0.177,1
0.9203,0.9203,0.4935,0.187,0.183,1
0.913,0.913,0.764,0.192,0.191,1
0.8718,0.8718,0.8308,0.136,0.178,1
